Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,year,month,week,Quarter,Trend,Rolling_mean_5,Rolling_mean_10,Lag_1,Lag_2
28,2010-02-12,1558968.49,1,47.87,2.946,126.4962581,13.975,2010,2,6,1,58,1250002.9360000002,1041767.3039999999,1022571.25,1380892.08
6,2010-02-12,1606283.86,1,40.57,2.548,212.7700425,7.259,2010,2,6,1,59,1230415.9400000002,1155191.262,1558968.49,1022571.25
3,2010-02-12,420728.96,1,47.93,2.548,214.5747916,7.368,2010,2,6,1,60,1197888.9280000003,1139693.162,1606283.86,1558968.49
10,2010-02-12,2176028.52,1,49.96,2.828,126.4962581,9.765,2010,2,6,1,61,1356916.216,1310339.644,420728.96,1606283.86
30,2010-02-12,497374.57,1,37.77,2.548,210.8979935,8.324,2010,2,6,1,62,1251876.8800000001,1202608.693,2176028.52,420728.96
24,2010-02-12,1414107.1,1,25.94,2.94,131.5866129,8.326,2010,2,6,1,63,1222904.6020000002,1236453.769,497374.57,2176028.52
44,2010-02-12,286857.13,1,33.16,2.671,126.4962581,8.119,2010,2,6,1,64,959019.256,1094717.598,1414107.1,497374.57
35,2010-02-12,1168815.31,1,29.81,2.773,135.4113076,9.262,2010,2,6,1,65,1108636.526,1153262.7270000002,286857.13,1414107.1
17,2010-02-12,841951.91,1,18.36,2.671,126.4962581,6.548,2010,2,6,1,66,841821.2040000001,1099368.7100000002,1168815.31,286857.13
18,2010-02-12,1187880.7,1,26.41,2.771,131.5866129,9.202,2010,2,6,1,67,979922.43,1115899.655,841951.91,1168815.31
40,2010-02-12,955338.29,1,20.84,2.771,131.5866129,5.892,2010,2,6,1,68,888168.668,1055536.6350000002,1187880.7,841951.91
29,2010-02-12,529672.95,1,28.14,2.771,131.5866129,10.064,2010,2,6,1,69,936731.832,947875.544,955338.29,1187880.7
31,2010-02-12,1543947.23,1,37.77,2.548,210.8979935,8.324,2010,2,6,1,70,1011758.216,1060197.371,529672.95,955338.29
15,2010-02-12,682447.1,1,22.0,2.94,131.5866129,8.35,2010,2,6,1,71,979857.2540000001,910839.229,1543947.23,529672.95
43,2010-02-12,682918.99,1,47.99,2.548,203.2010968,9.521,2010,2,6,1,72,878864.9120000001,929393.6710000001,682447.1,1543947.23
5,2010-02-12,311825.7,1,39.81,2.548,211.8004698,6.566,2010,2,6,1,73,750162.3940000001,819165.5310000001,682918.99,682447.1
39,2010-02-12,1266229.07,1,44.58,2.548,209.9970208,8.554,2010,2,6,1,74,897473.6180000001,917102.725,311825.7,682918.99
26,2010-02-12,1015684.09,1,18.14,2.771,131.5866129,8.488,2010,2,6,1,75,791820.99,901789.6029999999,1266229.07,311825.7
34,2010-02-12,994610.99,1,36.13,2.573,126.4962581,9.521,2010,2,6,1,76,854253.7680000002,917055.5109999999,1015684.09,1266229.07
33,2010-02-12,294882.83,1,55.47,2.828,126.4962581,10.115,2010,2,6,1,77,776646.5360000001,827755.724,994610.99,1015684.09
7,2010-02-12,524104.92,1,25.9,2.572,189.4642725,9.014,2010,2,6,1,78,819102.3800000001,784632.3869999999,294882.83,994610.99
13,2010-02-12,2030933.46,1,33.16,2.671,126.4962581,8.316,2010,2,6,1,79,972043.2580000001,934758.4380000001,524104.92,294882.83
8,2010-02-12,994801.4,1,33.34,2.548,214.6214189,6.299,2010,2,6,1,80,967866.7200000001,879843.8550000001,2030933.46,524104.92
12,2010-02-12,1117863.33,1,47.87,2.946,126.4962581,13.975,2010,2,6,1,81,992517.1880000001,923385.4780000001,994801.4,2030933.46
27,2010-02-12,1745362.72,1,29.81,2.94,135.4113076,8.237,2010,2,6,1,82,1282613.166,1029629.851,1117863.33,994801.4
20,2010-02-12,2109107.9,1,22.12,2.773,204.3857472,8.187,2010,2,6,1,83,1599613.762,1209358.071,1745362.72,1117863.33
45,2010-02-12,656988.64,1,27.73,2.773,181.982317,8.992,2010,2,6,1,84,1324824.798,1148434.0280000002,2109107.9,1745362.72
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,2010,2,6,1,85,1553426.418,1260646.5690000001,656988.64,2109107.9
4,2010-02-12,2188307.39,1,28.84,2.573,126.4962581,8.623,2010,2,6,1,86,1767515.23,1380016.209,2137809.5,656988.64
1,2010-02-12,1641957.44,1,38.51,2.548,211.2421698,8.106,2010,2,6,1,87,1746834.174,1514723.6700000002,2188307.39,2137809.5
38,2010-02-12,342214.9,1,47.87,2.946,126.4962581,13.975,2010,2,6,1,88,1393455.5740000003,1496534.668,1641957.44,2188307.39
19,2010-02-12,1536549.95,1,23.22,2.94,131.5866129,8.35,2010,2,6,1,89,1569367.8360000004,1447096.317,342214.9,1641957.44
9,2010-02-12,552677.48,1,37.08,2.548,214.8056534,6.415,2010,2,6,1,90,1252341.4320000005,1402883.925,1536549.95,342214.9
32,2010-02-19,1082559.06,0,29.16,2.55,189.5340998,9.014,2010,2,7,1,91,1031191.7660000002,1399353.4980000001,552677.48,1536549.95
35,2010-02-19,1270658.64,0,32.44,2.745,135.4657781,9.262,2010,2,7,1,92,956932.0060000003,1351883.09,1082559.06,552677.48
1,2010-02-19,1611968.17,0,39.93,2.514,211.2891429,8.106,2010,2,7,1,93,1210882.6600000001,1302169.117,1270658.64,1082559.06
39,2010-02-19,1230591.97,0,43.96,2.514,210.0451024,8.554,2010,2,7,1,94,1149691.0640000002,1359529.45,1611968.17,1270658.64
23,2010-02-19,1319588.04,0,26.7,2.747,131.637,5.892,2010,2,7,1,95,1303073.1760000002,1277707.304,1230591.97,1611968.17
3,2010-02-19,421642.19,0,47.07,2.514,214.6198868,7.368,2010,2,7,1,96,1170889.8020000001,1101040.784,1319588.04,1230591.97
9,2010-02-19,511327.9,0,43.06,2.514,214.8506185,6.415,2010,2,7,1,97,1019023.6540000001,987977.8299999998,421642.19,1319588.04
8,2010-02-19,963960.37,0,39.1,2.514,214.6664878,6.299,2010,2,7,1,98,889422.0940000002,1050152.3769999999,511327.9,421642.19
30,2010-02-19,463513.26,0,39.75,2.514,210.9451605,8.324,2010,2,7,1,99,736006.3520000002,942848.708,963960.37,511327.9
33,2010-02-19,296850.83,0,62.16,2.915,126.5262857,10.115,2010,2,7,1,100,531458.9100000001,917266.043,463513.26,963960.37
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,2010,2,7,1,101,872020.78,1021455.291,296850.83,463513.26
15,2010-02-19,660838.75,0,27.54,2.909,131.637,8.35,2010,2,7,1,102,901922.9500000002,960473.3019999999,2124451.54,296850.83
5,2010-02-19,303447.57,0,41.14,2.514,211.8471283,6.566,2010,2,7,1,103,769820.3900000001,829621.242,660838.75,2124451.54
22,2010-02-19,988467.61,0,31.96,2.747,135.4657781,8.283,2010,2,7,1,104,874811.2600000001,805408.806,303447.57,660838.75
26,2010-02-19,999348.55,0,22.62,2.747,131.637,8.488,2010,2,7,1,105,1015310.8040000002,773384.857,988467.61,303447.57
34,2010-02-19,983963.07,0,38.36,2.54,126.5262857,9.521,2010,2,7,1,106,787213.1100000001,829616.9450000001,999348.55,988467.61
6,2010-02-19,1567138.07,0,43.58,2.514,212.8161546,7.259,2010,2,7,1,107,968472.9740000002,935197.9619999999,983963.07,999348.55
13,2010-02-19,1970274.64,0,35.7,2.654,126.5262857,8.316,2010,2,7,1,108,1301838.388,1035829.3890000001,1567138.07,983963.07
40,2010-02-19,916289.2,0,27.84,2.747,131.637,5.892,2010,2,7,1,109,1287402.7060000002,1081106.983,1970274.64,1567138.07
20,2010-02-19,2161549.76,0,25.43,2.745,204.4321004,8.187,2010,2,7,1,110,1519842.948,1267576.876,916289.2,1970274.64
28,2010-02-19,1491300.42,0,54.83,2.915,126.5262857,13.975,2010,2,7,1,111,1621310.418,1204261.764,2161549.76,916289.2
19,2010-02-19,1515976.11,0,28.57,2.909,131.637,8.35,2010,2,7,1,112,1611078.026,1289775.5,1491300.42,2161549.76
16,2010-02-19,469868.7,0,21.13,2.55,189.5340998,7.039,2010,2,7,1,113,1310996.8380000002,1306417.613,1515976.11,1491300.42
7,2010-02-19,506760.54,0,27.28,2.55,189.5340998,9.014,2010,2,7,1,114,1229091.1060000001,1258246.906,469868.7,1515976.11
29,2010-02-19,542399.07,0,31.96,2.747,131.637,10.064,2010,2,7,1,115,905260.9680000001,1212551.9579999999,506760.54,469868.7
41,2010-02-19,1052034.74,0,24.13,2.55,189.5340998,7.541,2010,2,7,1,116,817407.8320000002,1219359.125,542399.07,506760.54
27,2010-02-19,1945070.33,0,32.44,2.909,135.4657781,8.237,2010,2,7,1,117,903226.6760000002,1257152.351,1052034.74,542399.07
42,2010-02-19,508794.87,0,58.22,2.915,126.5262857,9.765,2010,2,7,1,118,911011.9100000001,1111004.374,1945070.33,1052034.74
21,2010-02-19,867283.25,0,39.75,2.514,210.9451605,8.324,2010,2,7,1,119,983116.4520000002,1106103.779,508794.87,1945070.33
36,2010-02-19,470281.03,0,45.66,2.472,210.0451024,8.554,2010,2,7,1,120,968692.8440000002,936976.9060000001,867283.25,508794.87
17,2010-02-19,800714.0,0,25.06,2.654,126.5262857,6.548,2010,2,7,1,121,918428.6960000002,867918.2640000001,470281.03,867283.25
18,2010-02-19,1150663.42,0,30.91,2.747,131.637,9.202,2010,2,7,1,122,759547.3140000001,831386.995,800714.0,470281.03
10,2010-02-19,2113432.58,0,58.22,2.915,126.5262857,9.765,2010,2,7,1,123,1080474.8560000001,995743.383,1150663.42,800714.0
45,2010-02-19,841264.04,0,31.27,2.745,182.0347816,8.992,2010,2,7,1,124,1075271.014,1029193.7329999998,2113432.58,1150663.42
24,2010-02-19,1385362.49,0,31.05,2.909,131.637,8.326,2010,2,7,1,125,1258287.306,1113490.075,841264.04,2113432.58
37,2010-02-19,510382.5,0,45.66,2.514,210.0451024,8.554,2010,2,7,1,126,1200221.006,1059324.851,1385362.49,841264.04
4,2010-02-19,2049860.26,0,36.45,2.54,126.5262857,8.623,2010,2,7,1,127,1380060.3740000003,1069803.844,510382.5,1385362.49
31,2010-02-19,1473386.75,0,39.75,2.514,210.9451605,8.324,2010,2,7,1,128,1252051.208,1166263.0320000001,2049860.26,510382.5
11,2010-02-19,1503298.7,0,48.3,2.514,214.6198868,7.368,2010,2,7,1,129,1384458.1400000001,1229864.577,1473386.75,2049860.26
12,2010-02-19,1095421.65,0,54.83,2.915,126.5262857,13.975,2010,2,7,1,130,1326469.9720000003,1292378.639,1503298.7,1473386.75
14,2010-02-19,2204556.7,0,31.27,2.745,182.0347816,8.992,2010,2,7,1,131,1665304.8120000004,1432762.909,1095421.65,1503298.7
38,2010-02-19,327237.92,0,54.83,2.915,126.5262857,13.975,2010,2,7,1,132,1320780.344,1350420.359,2204556.7,1095421.65
25,2010-02-19,676260.67,0,24.16,2.745,204.4321004,8.187,2010,2,7,1,133,1161355.128,1206703.168,327237.92,2204556.7
43,2010-02-19,658997.55,0,48.77,2.514,203.2479796,9.521,2010,2,7,1,134,992494.8980000004,1188476.519,676260.67,327237.92
44,2010-02-19,267956.3,0,35.7,2.654,126.5262857,8.119,2010,2,7,1,135,827001.8280000002,1076735.9,658997.55,676260.67
35,2010-02-26,1020651.74,0,36.0,2.754,135.5195191,9.262,2010,2,8,1,136,590220.8360000002,1127762.824,267956.3,658997.55
12,2010-02-26,1048617.17,0,50.23,2.825,126.5522857,13.975,2010,2,8,1,137,734496.6860000002,1027638.515,1020651.74,267956.3
28,2010-02-26,1542173.33,0,50.23,2.825,126.5522857,13.975,2010,2,8,1,138,907679.2180000001,1034517.1729999998,1048617.17,1020651.74
39,2010-02-26,1168582.02,0,49.79,2.561,210.0771885,8.554,2010,2,8,1,139,1009596.1120000001,1001045.5050000001,1542173.33,1048617.17
24,2010-02-26,1158722.74,0,33.98,2.91,131.686,8.326,2010,2,8,1,140,1187749.4000000001,1007375.6139999998,1168582.02,1542173.33
19,2010-02-26,1373270.06,0,30.33,2.91,131.686,8.35,2010,2,8,1,141,1258273.0640000002,924246.95,1158722.74,1168582.02
6,2010-02-26,1432953.21,0,47.1,2.561,212.845337,7.259,2010,2,8,1,142,1335140.2720000003,1034818.479,1373270.06,1158722.74
30,2010-02-26,472330.71,0,45.31,2.561,210.9759573,8.324,2010,2,8,1,143,1121171.7480000001,1014425.483,1432953.21,1373270.06
23,2010-02-26,1198709.65,0,32.68,2.753,131.686,5.892,2010,2,8,1,144,1127197.274,1068396.693,472330.71,1432953.21
17,2010-02-26,749549.55,0,15.64,2.667,126.5522857,6.548,2010,2,8,1,145,1045362.6360000003,1116556.018,1198709.65,472330.71
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2010,2,8,1,146,1143728.0780000002,1201000.571,749549.55,1198709.65
42,2010-02-26,491510.58,0,52.77,2.825,126.5522857,9.765,2010,2,8,1,147,955439.5520000001,1145289.912,1865097.27,749549.55
16,2010-02-26,443242.17,0,18.12,2.586,189.6018023,7.039,2010,2,8,1,148,949621.8440000002,1035396.7960000001,491510.58,1865097.27
41,2010-02-26,991941.73,0,21.84,2.586,189.6018023,7.541,2010,2,8,1,149,908268.2600000001,1017732.7670000002,443242.17,491510.58
1,2010-02-26,1409727.59,0,46.63,2.561,211.3196429,8.106,2010,2,8,1,150,1040303.8680000001,1042833.2520000001,991941.73,443242.17
27,2010-02-26,1390934.27,0,36.0,2.91,135.5195191,8.237,2010,2,8,1,151,945471.2680000002,1044599.6730000001,1409727.59,991941.73
18,2010-02-26,1068157.45,0,35.42,2.753,131.686,9.202,2010,2,8,1,152,1060800.6420000002,1008120.0969999998,1390934.27,1409727.59
29,2010-02-26,488417.61,0,35.98,2.753,131.686,10.064,2010,2,8,1,153,1069835.7300000002,1009728.7870000001,1068157.45,1390934.27
45,2010-02-26,741891.65,0,34.89,2.754,182.0774691,8.992,2010,2,8,1,154,1019825.7140000003,964046.987,488417.61,1068157.45
8,2010-02-26,847592.11,0,37.91,2.561,214.6940735,6.299,2010,2,8,1,155,907398.6180000001,973851.2430000001,741891.65,488417.61
7,2010-02-26,496083.24,0,24.91,2.586,189.6018023,9.014,2010,2,8,1,156,728428.4120000002,836949.84,847592.11,741891.65
20,2010-02-26,1898193.95,0,32.32,2.754,204.4630869,8.187,2010,2,8,1,157,894435.712,977618.1769999999,496083.24,847592.11
5,2010-02-26,270281.63,0,46.7,2.561,211.8771468,6.566,2010,2,8,1,158,850808.5160000002,960322.123,1898193.95,496083.24
13,2010-02-26,1817850.32,0,29.98,2.667,126.5522857,8.316,2010,2,8,1,159,1066000.2500000002,1042912.9820000001,270281.63,1898193.95
34,2010-02-26,905756.13,0,37.28,2.59,126.5522857,9.521,2010,2,8,1,160,1077633.0540000002,992515.8360000001,1817850.32,270281.63
44,2010-02-26,273079.07,0,29.98,2.667,126.5522857,8.119,2010,2,8,1,161,1033032.2200000003,880730.316,905756.13,1817850.32
3,2010-02-26,407204.86,0,52.05,2.561,214.6475127,7.368,2010,2,8,1,162,734834.4020000002,814635.0569999999,273079.07,905756.13
9,2010-02-26,473773.27,0,43.83,2.561,214.8780453,6.415,2010,2,8,1,163,775532.7300000002,813170.623,407204.86,273079.07
36,2010-02-26,447519.44,0,50.87,2.52,210.0771885,8.554,2010,2,8,1,164,501466.5540000002,783733.402,473773.27,407204.86
14,2010-02-26,2095591.63,0,34.89,2.754,182.0774691,8.992,2010,2,8,1,165,739433.6540000002,908533.354,447519.44,473773.27
11,2010-02-26,1336404.65,0,52.79,2.561,214.6475127,7.368,2010,2,8,1,166,952098.7700000001,992565.4949999999,2095591.63,447519.44
37,2010-02-26,513615.82,0,50.87,2.561,210.0771885,8.554,2010,2,8,1,167,973380.9620000003,854107.682,1336404.65,2095591.63
25,2010-02-26,628516.57,0,29.16,2.754,204.4630869,8.187,2010,2,8,1,168,1004329.6220000001,889931.176,513615.82,1336404.65
43,2010-02-26,618702.79,0,48.77,2.561,203.2798724,9.521,2010,2,8,1,169,1038566.292,770016.423,628516.57,513615.82
10,2010-02-26,2006774.96,0,52.77,2.825,126.5522857,9.765,2010,2,8,1,170,1020802.9580000002,880118.3060000001,618702.79,628516.57
22,2010-02-26,899761.48,0,35.98,2.753,135.5195191,8.283,2010,2,8,1,171,933474.3240000003,942786.5469999999,2006774.96,618702.79
15,2010-02-26,564883.2,0,29.87,2.91,131.686,8.35,2010,2,8,1,172,943727.8000000002,958554.381,899761.48,2006774.96
31,2010-02-26,1344354.41,0,45.31,2.561,210.9759573,8.324,2010,2,8,1,173,1086895.3680000002,1045612.4950000001,564883.2,899761.48
38,2010-02-26,334222.73,0,50.23,2.825,126.5522857,13.975,2010,2,8,1,174,1029999.356,1034282.8239999998,1344354.41,564883.2
4,2010-02-26,1925728.84,0,41.36,2.59,126.5522857,8.623,2010,2,8,1,175,1013790.132,1017296.5449999999,334222.73,1344354.41
40,2010-02-26,863917.41,0,33.32,2.753,131.686,5.892,2010,2,8,1,176,1006621.3180000002,970047.8209999999,1925728.84,334222.73
26,2010-02-26,855385.01,0,27.32,2.753,131.686,8.488,2010,2,8,1,177,1064721.6800000002,1004224.74,863917.41,1925728.84
32,2010-02-26,1053247.1,0,26.64,2.586,189.6018023,9.014,2010,2,8,1,178,1006500.2180000001,1046697.793,855385.01,863917.41
21,2010-02-26,749597.24,0,45.31,2.561,210.9759573,8.324,2010,2,8,1,179,1089575.1200000003,1059787.2380000001,1053247.1,855385.01
33,2010-02-26,284052.77,0,56.5,2.825,126.5522857,10.115,2010,2,8,1,180,761239.9060000002,887515.019,749597.24,1053247.1
40,2010-03-05,990152.28,0,34.78,2.766,131.735,5.892,2010,3,9,1,181,786486.8800000001,896554.099,284052.77,749597.24
42,2010-03-05,554972.42,0,55.92,2.877,126.5782857,9.765,2010,3,9,1,182,726404.3620000002,895563.0210000001,990152.28,284052.77
11,2010-03-05,1426622.65,0,53.96,2.625,214.6751386,7.368,2010,3,9,1,183,801079.4720000002,903789.845,554972.42,990152.28
36,2010-03-05,480203.43,0,51.33,2.574,210.1092746,8.554,2010,3,9,1,184,747200.7100000002,918387.915,1426622.65,554972.42
13,2010-03-05,1939980.43,0,40.65,2.681,126.5782857,8.316,2010,3,9,1,185,1078386.242,919813.074,480203.43,1426622.65
43,2010-03-05,658600.05,0,52.89,2.625,203.3117653,9.521,2010,3,9,1,186,1012075.7960000001,899281.3379999999,1939980.43,480203.43
29,2010-03-05,535087.91,0,36.82,2.766,131.735,10.064,2010,3,9,1,187,1008098.8940000001,867251.6279999999,658600.05,1939980.43
44,2010-03-05,284617.27,0,40.65,2.681,126.5782857,8.119,2010,3,9,1,188,779697.8180000002,790388.645,535087.91,658600.05
15,2010-03-05,605325.43,0,31.79,2.919,131.735,8.35,2010,3,9,1,189,804722.2180000001,775961.464,284617.27,535087.91
27,2010-03-05,1313729.72,0,38.07,2.919,135.5732602,8.237,2010,3,9,1,190,679472.0760000001,878929.159,605325.43,284617.27
18,2010-03-05,1179738.5,0,37.17,2.766,131.735,9.202,2010,3,9,1,191,783699.7660000002,897887.7810000001,1313729.72,605325.43
41,2010-03-05,1063557.49,0,32.49,2.62,189.6695049,7.541,2010,3,9,1,192,889393.6820000003,948746.2880000001,1179738.5,1313729.72
8,2010-03-05,881503.95,0,45.64,2.625,214.7216592,6.299,2010,3,9,1,193,1008771.0180000002,894234.418,1063557.49,1179738.5
45,2010-03-05,777951.22,0,37.13,2.777,182.1201566,8.992,2010,3,9,1,194,1043296.1760000002,924009.197,881503.95,1063557.49
32,2010-03-05,1066566.74,0,37.72,2.62,189.6695049,9.014,2010,3,9,1,195,993863.5800000001,836667.828,777951.22,881503.95
33,2010-03-05,291484.89,0,59.17,2.877,126.5782857,10.115,2010,3,9,1,196,816212.8580000001,799956.312,1066566.74,777951.22
